,epoch,dice_coef,iou,loss,val_dice_coef,val_iou,val_loss,training_time,test_loss,test_dice_coef,test_iou,testing_time
0,0,0.3631078600883484,0.2243864685297012,0.6368921399116516,0.378240555524826,0.2334323823451995,0.6217594146728516,132.62858374,0.6196178197860718,0.38076838850975037,0.23564742505550385,12.575551912000037
1,1,0.3793126046657562,0.2342199683189392,0.6206871867179871,0.378240555524826,0.2334323823451995,0.6217594146728516,84.42374419499998,0.6196178197860718,0.38076838850975037,0.23564742505550385,12.575551912000037
2,2,0.3793283700942993,0.2342200428247451,0.6206716895103455,0.378240555524826,0.2334323823451995,0.6217594146728516,84.36837800199999,0.6196178197860718,0.38076838850975037,0.23564742505550385,12.575551912000037
3,3,0.3793193697929382,0.2342199981212616,0.6206807494163513,0.378240555524826,0.2334323823451995,0.6217594146728516,87.70548665799993,0.6196178197860718,0.38076838850975037,0.23564742505550385,12.575551912000037
4,4,0.3792496025562286,0.2342199683189392,0.620750367641449,0.378240555524826,0.2334323823451995,0.6217594146728516,84.39072359299996,0.6196178197860718,0.38076838850975037,0.23564742505550385,12.575551912000037
5,5,0.3792797923088074,0.2342200726270675,0.6207201480865479,0.378240555524826,0.2334323823451995,0.6217594146728516,84.34143708099998,0.6196178197860718,0.38076838850975037,0.23564742505550385,12.575551912000037
6,6,0.3793055713176727,0.2342200279235839,0.6206945180892944,0.378240555524826,0.2334323823451995,0.6217594146728516,84.08411109600002,0.6196178197860718,0.38076838850975037,0.23564742505550385,12.575551912000037
7,7,0.379303514957428,0.2342200577259063,0.620696485042572,0.378240555524826,0.2334323823451995,0.6217594146728516,84.54830766500004,0.6196178197860718,0.38076838850975037,0.23564742505550385,12.575551912000037
8,8,0.3792930245399475,0.2342199981212616,0.6207069158554077,0.378240555524826,0.2334323823451995,0.6217594146728516,84.14902200200004,0.6196178197860718,0.38076838850975037,0.23564742505550385,12.575551912000037
9,9,0.3793505430221557,0.2342201024293899,0.6206493973731995,0.378240555524826,0.2334323823451995,0.6217594146728516,87.78649093800004,0.6196178197860718,0.38076838850975037,0.23564742505550385,12.575551912000037
